"","x","y","Regions","Species.richness","Phylogenetic.diversity","Functional.diversity","Functional.Phylognetic.diversity"
"2136",2450000,-2050000,12,0.347826086956522,0.698518709598053,0.94258397504651,1.3494040490181
"2137",2550000,-2050000,12,NA,NA,NA,NA
"2138",2650000,-2050000,12,NA,NA,NA,NA
"2139",2750000,-2050000,12,NA,NA,NA,NA
"2140",2850000,-2050000,12,NA,NA,NA,NA
"2141",2950000,-2050000,12,NA,NA,NA,NA
"2142",3050000,-2050000,12,NA,NA,NA,NA
"2143",3150000,-2050000,12,NA,NA,NA,NA
"2144",3250000,-2050000,12,NA,NA,NA,NA
"2145",3350000,-2050000,12,NA,NA,NA,NA
"2146",3450000,-2050000,12,NA,NA,NA,NA
"2147",3550000,-2050000,12,NA,NA,NA,NA
"2148",3650000,-2050000,12,NA,NA,NA,NA
"2149",3750000,-2050000,12,NA,NA,NA,NA
"2150",3850000,-2050000,12,NA,NA,NA,NA
"2151",3950000,-2050000,12,NA,NA,NA,NA
"2152",4050000,-2050000,12,NA,NA,NA,NA
"2153",4150000,-2050000,12,NA,NA,NA,NA
"2154",4250000,-2050000,12,NA,NA,NA,NA
"2155",4350000,-2050000,12,NA,NA,NA,NA
"2156",4450000,-2050000,12,NA,NA,NA,NA
"2157",4550000,-2050000,12,NA,NA,NA,NA
"2158",4650000,-2050000,12,NA,NA,NA,NA
"2159",-3350000,-2150000,3,NA,NA,NA,NA
"2160",-3250000,-2150000,3,NA,NA,NA,NA
"2161",-3150000,-2150000,3,NA,NA,NA,NA
"2162",-3050000,-2150000,3,NA,NA,NA,NA
"2163",-2950000,-2150000,3,NA,NA,NA,NA
"2164",-2850000,-2150000,3,NA,NA,NA,NA
"2165",-2750000,-2150000,3,NA,NA,NA,NA
"2166",-2650000,-2150000,3,NA,NA,NA,NA
"2167",-2550000,-2150000,3,NA,NA,NA,NA
"2168",-2450000,-2150000,3,NA,NA,NA,NA
"2169",-2350000,-2150000,3,0.202898550724638,0.461348658209829,0.877581122816663,1.90220803117092
"2170",-2250000,-2150000,3,0.217391304347826,0.46188400205415,0.878774200548258,1.9025863564013
"2171",-2150000,-2150000,3,0.246376811594203,0.467047109624311,0.883292944693617,1.89122880003289
"2172",-2050000,-2150000,3,0.289855072463768,0.532104713947635,0.931602104625945,1.75078716689893
"2173",-1950000,-2150000,3,0.260869565217391,0.488033693038014,0.926777448140477,1.89900300196751
"2174",-1850000,-2150000,3,0.217391304347826,0.473735318966645,0.905082762355307,1.91052413894231
"2175",-1750000,-2150000,3,0.202898550724638,0.430518442375148,0.866686584841359,2.01312301526479
"2176",-1650000,-2150000,3,0.202898550724638,0.430518442375148,0.866686584841359,2.01312301526479
"2177",-1550000,-2150000,3,0.231884057971014,0.45549746436223,0.870462203082213,1.91101437699769
"2178",-1450000,-2150000,3,0.260869565217391,0.459075616966306,0.88494213194972,1.92766093263165
"2179",-1350000,-2150000,3,0.260869565217391,0.443880388850384,0.888397382212969,2.00143418030666
"2180",-1250000,-2150000,3,0.246376811594203,0.448045499608752,0.889698576075514,1.98573264735931
"2181",-1150000,-2150000,3,0.260869565217391,0.437116126706696,0.849281913894422,1.94292056962768
"2182",-1050000,-2150000,3,0.246376811594203,0.423625089240343,0.837052199730374,1.97592687730418
"2183",-950000,-2150000,3,0.27536231884058,0.437650394219317,0.872685632090683,1.99402455388481
"2184",-850000,-2150000,3,0.289855072463768,0.445673783939047,0.883098550609072,1.981490907551
"2185",-750000,-2150000,3,0.304347826086957,0.490588936132267,0.928343311963878,1.89230380791463
"2186",750000,-2150000,12,0.246376811594203,0.456268239538781,0.901008302354374,1.97473377341618
"2187",850000,-2150000,12,0.27536231884058,0.583864015758949,0.910263644649474,1.55903364495969
"2188",950000,-2150000,12,0.27536231884058,0.614588628412422,0.922112320414925,1.50037322167331
"2189",1050000,-2150000,12,0.289855072463768,0.630065568892489,0.925556007045279,1.46898363081829
"2190",1150000,-2150000,12,0.333333333333333,0.67237331534948,0.933807710971181,1.38882327667304
"2191",1250000,-2150000,12,0.333333333333333,0.67237331534948,0.933807710971181,1.38882327667304
"2192",1350000,-2150000,12,0.347826086956522,0.68268426266322,0.938032281428329,1.37403530845866
"2193",1450000,-2150000,12,0.36231884057971,0.720436836675462,0.948445199946719,1.31648626453282
"2194",1550000,-2150000,12,0.347826086956522,0.721746551617782,0.948061186880871,1.31356524635387
"2195",1650000,-2150000,12,0.347826086956522,0.722340126468113,0.947624843976687,1.31188177044809
"2196",1750000,-2150000,12,0.347826086956522,0.704669462364604,0.945583197289785,1.34188190036896
"2197",1850000,-2150000,12,0.333333333333333,0.700476487104621,0.942625687083024,1.34569211734617
"2198",1950000,-2150000,12,NA,NA,NA,NA
"2199",2050000,-2150000,12,NA,NA,NA,NA
"2200",2150000,-2150000,12,NA,NA,NA,NA
"2201",2250000,-2150000,12,NA,NA,NA,NA
"2202",2350000,-2150000,12,NA,NA,NA,NA
"2203",2450000,-2150000,12,NA,NA,NA,NA
"2204",2550000,-2150000,12,NA,NA,NA,NA
"2205",2650000,-2150000,12,NA,NA,NA,NA
"2206",2750000,-2150000,12,NA,NA,NA,NA
"2207",2850000,-2150000,12,NA,NA,NA,NA
"2208",2950000,-2150000,12,NA,NA,NA,NA
"2209",3050000,-2150000,12,NA,NA,NA,NA
"2210",3150000,-2150000,12,NA,NA,NA,NA
"2211",3250000,-2150000,12,NA,NA,NA,NA
"2212",3350000,-2150000,12,NA,NA,NA,NA
"2213",3450000,-2150000,12,NA,NA,NA,NA
"2214",3550000,-2150000,12,NA,NA,NA,NA
"2215",3650000,-2150000,12,NA,NA,NA,NA
"2216",3750000,-2150000,12,NA,NA,NA,NA
"2217",3850000,-2150000,12,NA,NA,NA,NA
"2218",3950000,-2150000,12,NA,NA,NA,NA
"2219",4050000,-2150000,12,NA,NA,NA,NA
"2220",4150000,-2150000,12,NA,NA,NA,NA
"2221",4250000,-2150000,12,NA,NA,NA,NA
"2222",4350000,-2150000,12,NA,NA,NA,NA
"2223",4450000,-2150000,12,NA,NA,NA,NA
"2224",4550000,-2150000,12,NA,NA,NA,NA
"2225",4650000,-2150000,12,NA,NA,NA,NA
"2226",-3350000,-2250000,3,NA,NA,NA,NA
"2227",-3250000,-2250000,3,NA,NA,NA,NA
"2228",-3150000,-2250000,3,NA,NA,NA,NA
"2229",-3050000,-2250000,3,NA,NA,NA,NA
"2230",-2950000,-2250000,3,NA,NA,NA,NA
"2231",-2850000,-2250000,3,NA,NA,NA,NA
"2232",-2750000,-2250000,3,NA,NA,NA,NA
"2233",-2650000,-2250000,3,NA,NA,NA,NA
"2234",-2550000,-2250000,3,NA,NA,NA,NA
"2235",-2450000,-2250000,3,NA,NA,NA,NA
"2236",-2350000,-2250000,3,NA,NA,NA,NA
"2237",-2250000,-2250000,3,0.231884057971014,0.46651176577999,0.882099866962022,1.89084162858612
"2238",-2150000,-2250000,3,0.27536231884058,0.531569370103314,0.930409026894351,1.75030594165634
"2239",-2050000,-2250000,3,0.27536231884058,0.500736831916813,0.931002018597646,1.85926410692376
"2240",-1950000,-2250000,3,0.231884057971014,0.473735635961446,0.90774634840439,1.91614537623314
"2241",-1850000,-2250000,3,0.217391304347826,0.473735318966645,0.905082762355307,1.91052413894231
"2242",-1750000,-2250000,3,0.202898550724638,0.424978273194292,0.859647300342012,2.02280293973758
"2243",-1650000,-2250000,3,0.202898550724638,0.430518442375148,0.866686584841359,2.01312301526479
"2244",-1550000,-2250000,3,0.217391304347826,0.455497147367428,0.86779861703313,1.90516806098265
"2245",-1450000,-2250000,3,0.246376811594203,0.463643873677113,0.885528520653555,1.90993253858941
"2246",-1350000,-2250000,3,0.231884057971014,0.440789155401621,0.884732017826652,2.00715468378648
"2247",-1250000,-2250000,3,0.246376811594203,0.448045499608752,0.889698576075514,1.98573264735931
"2248",-1150000,-2250000,3,0.246376811594203,0.411991592715198,0.848487684519387,2.05947815324943
"2249",-1050000,-2250000,3,0.27536231884058,0.444642515896068,0.893923148785441,2.01043111449646
"2250",-950000,-2250000,3,0.289855072463768,0.45748675777969,0.891575867976481,1.94885612056521
"2251",-850000,-2250000,3,0.304347826086957,0.464079925735468,0.892801421157602,1.92380961047324
"2252",-750000,-2250000,3,0.333333333333333,0.501317509098484,0.932309630862863,1.85971886866555
"2253",-650000,-2250000,3,0.289855072463768,0.49419167139852,0.912133668563649,1.84570829771855
"2254",-550000,-2250000,3,0.231884057971014,0.470680432960701,0.898154547016989,1.90820455689514
"2255",-350000,-2250000,3,0.231884057971014,0.451561126179292,0.899706100874101,1.99243479722582
"2256",-250000,-2250000,3,0.231884057971014,0.451561126179292,0.899706100874101,1.99243479722582
"2257",-150000,-2250000,3,0.202898550724638,0.429401486412252,0.896832402955268,2.08856380644722
"2258",650000,-2250000,12,0.260869565217391,0.489812846487341,0.907734076462185,1.85322635568245
"2259",750000,-2250000,12,0.27536231884058,0.507911112924252,0.913244578203108,1.79804015892699
"2260",850000,-2250000,12,0.27536231884058,0.620196143637858,0.910489689474037,1.46806731840256
"2261",950000,-2250000,12,0.304347826086957,0.650057778099194,0.931820403864552,1.43344243428522
"2262",1050000,-2250000,12,0.318840579710145,0.666704345070968,0.930850200764042,1.39619639146788
"2263",1150000,-2250000,12,0.318840579710145,0.666704345070968,0.930850200764042,1.39619639146788
"2264",1250000,-2250000,12,0.318840579710145,0.666704345070968,0.930850200764042,1.39619639146788
"2265",1350000,-2250000,12,0.333333333333333,0.691509460770603,0.945934577581513,1.3679271669362
"2266",1450000,-2250000,12,0.333333333333333,0.709578489198708,0.94782289696828,1.33575483388541
"2267",1550000,-2250000,12,0.36231884057971,0.741278247017726,0.949725026886325,1.28119910533894
"2268",1650000,-2250000,12,NA,NA,NA,NA
"2269",1750000,-2250000,12,NA,NA,NA,NA
"2270",1850000,-2250000,12,NA,NA,NA,NA
"2271",1950000,-2250000,12,NA,NA,NA,NA
"2272",2050000,-2250000,12,NA,NA,NA,NA
"2273",2150000,-2250000,12,NA,NA,NA,NA
"2274",2250000,-2250000,12,NA,NA,NA,NA
"2275",2350000,-2250000,12,NA,NA,NA,NA
"2276",2450000,-2250000,12,NA,NA,NA,NA
"2277",2550000,-2250000,12,NA,NA,NA,NA
"2278",2650000,-2250000,12,NA,NA,NA,NA
"2279",2750000,-2250000,12,NA,NA,NA,NA
"2280",2850000,-2250000,12,NA,NA,NA,NA
"2281",2950000,-2250000,12,NA,NA,NA,NA
"2282",3050000,-2250000,12,NA,NA,NA,NA
"2283",3150000,-2250000,12,NA,NA,NA,NA
"2284",3250000,-2250000,12,NA,NA,NA,NA
"2285",3350000,-2250000,12,NA,NA,NA,NA
"2286",3450000,-2250000,12,NA,NA,NA,NA
"2287",3550000,-2250000,12,NA,NA,NA,NA
"2288",3650000,-2250000,12,NA,NA,NA,NA
"2289",3750000,-2250000,12,NA,NA,NA,NA
"2290",3850000,-2250000,12,NA,NA,NA,NA
"2291",3950000,-2250000,12,NA,NA,NA,NA
"2292",4050000,-2250000,12,NA,NA,NA,NA
"2293",4150000,-2250000,12,NA,NA,NA,NA
"2294",4250000,-2250000,12,NA,NA,NA,NA
"2295",4350000,-2250000,12,NA,NA,NA,NA
"2296",4450000,-2250000,12,NA,NA,NA,NA
"2297",4550000,-2250000,12,NA,NA,NA,NA
"2298",4650000,-2250000,12,NA,NA,NA,NA
"2299",-3350000,-2350000,3,NA,NA,NA,NA
"2300",-3250000,-2350000,3,NA,NA,NA,NA
"2301",-3150000,-2350000,3,NA,NA,NA,NA
"2302",-3050000,-2350000,3,NA,NA,NA,NA
"2303",-2950000,-2350000,3,NA,NA,NA,NA
"2304",-2850000,-2350000,3,NA,NA,NA,NA
"2305",-2750000,-2350000,3,NA,NA,NA,NA
"2306",-2650000,-2350000,3,NA,NA,NA,NA
"2307",-2550000,-2350000,3,NA,NA,NA,NA
"2308",-2450000,-2350000,3,NA,NA,NA,NA
"2309",-2350000,-2350000,3,NA,NA,NA,NA
"2310",-2250000,-2350000,3,NA,NA,NA,NA
"2311",-2150000,-2350000,3,0.246376811594203,0.487498349193693,0.925584370408883,1.89864103527688
"2312",-2050000,-2350000,3,0.231884057971014,0.47935193987881,0.921619588244138,1.92263660907921
"2313",-1950000,-2350000,3,0.217391304347826,0.473200292117125,0.906553270672796,1.91579186609717
"2314",-1850000,-2350000,3,0.217391304347826,0.473735318966645,0.905082762355307,1.91052413894231
"2315",-1750000,-2350000,3,0.202898550724638,0.424978273194292,0.859647300342012,2.02280293973758
"2316",-1650000,-2350000,3,0.217391304347826,0.424978590189093,0.862310886391095,2.02906900794088
"2317",-1550000,-2350000,3,0.231884057971014,0.455643293361448,0.907746348404032,1.99223024157176
"2318",-1450000,-2350000,3,0.246376811594203,0.463789702676331,0.922812665975374,1.98972219661243
"2319",-1350000,-2350000,3,0.246376811594203,0.453495279882628,0.889283190948349,1.96095357636029
"2320",-1250000,-2350000,3,0.217391304347826,0.397851871717993,0.842735696743642,2.11821473430441
"2321",-1150000,-2350000,3,0.260869565217391,0.41199190971,0.85115127056847,2.06594171028163
"2322",-1050000,-2350000,3,0.289855072463768,0.44464283289087,0.896586734834524,2.01642007587374
"2323",-950000,-2350000,3,0.27536231884058,0.429165892410803,0.884357020670476,2.06064143565248
"2324",-850000,-2350000,3,0.289855072463768,0.446255995984152,0.892007191782567,1.99886881030108
"2325",-750000,-2350000,3,0.304347826086957,0.474831803653802,0.88910476538712,1.87246254051543
"2326",-650000,-2350000,3,0.289855072463768,0.49132841696753,0.906010005145275,1.84400082278398
"2327",-550000,-2350000,3,0.27536231884058,0.46634971197525,0.904897972953504,1.94038497230063
"2328",-450000,-2350000,3,0.27536231884058,0.46921296640624,0.911021636371878,1.94159518512352
"2329",-350000,-2350000,3,0.260869565217391,0.468107952965992,0.907356274238679,1.93834834142328
"2330",-250000,-2350000,3,0.231884057971014,0.458759656832116,0.89970610087357,1.96117092572248
"2331",-150000,-2350000,3,0.217391304347826,0.445701727968421,0.897042514825219,2.01265209115091
"2332",-50000,-2350000,3,0.231884057971014,0.447953478685206,0.903467135008704,2.01687714907468
"2333",650000,-2350000,3,0.246376811594203,0.488591001746082,0.883837369440291,1.80895138527258
"2334",750000,-2350000,3,0.289855072463768,0.527270918128576,0.923312326277522,1.75111559263424
"2335",850000,-2350000,12,0.27536231884058,0.614583013175165,0.924238462412169,1.50384641716212
"2336",950000,-2350000,12,0.260869565217391,0.615461431915823,0.926352271292206,1.50513455962405
"2337",1050000,-2350000,12,0.289855072463768,0.637776969166109,0.928339578398836,1.45558655028361
"2338",1150000,-2350000,12,0.27536231884058,0.617937378124497,0.926003758023227,1.49853980484842
"2339",1250000,-2350000,12,0.289855072463768,0.629137529678947,0.930228328480376,1.47857707511914
"2340",1350000,-2350000,12,0.318840579710145,0.671669869728991,0.943598757205904,1.40485497374869
"2341",1450000,-2350000,12,NA,NA,NA,NA
"2342",1550000,-2350000,12,NA,NA,NA,NA
"2343",1650000,-2350000,12,NA,NA,NA,NA
"2344",1750000,-2350000,12,NA,NA,NA,NA
"2345",1850000,-2350000,12,NA,NA,NA,NA
"2346",1950000,-2350000,12,NA,NA,NA,NA
"2347",2050000,-2350000,12,NA,NA,NA,NA
"2348",2150000,-2350000,12,NA,NA,NA,NA
"2349",2250000,-2350000,12,NA,NA,NA,NA
"2350",2350000,-2350000,12,NA,NA,NA,NA
"2351",2450000,-2350000,12,NA,NA,NA,NA
"2352",2550000,-2350000,12,NA,NA,NA,NA
"2353",2650000,-2350000,12,NA,NA,NA,NA
"2354",2750000,-2350000,12,NA,NA,NA,NA
"2355",2850000,-2350000,12,NA,NA,NA,NA
"2356",2950000,-2350000,12,NA,NA,NA,NA
"2357",3050000,-2350000,12,NA,NA,NA,NA
"2358",3150000,-2350000,12,NA,NA,NA,NA
"2359",3250000,-2350000,12,NA,NA,NA,NA
"2360",3350000,-2350000,12,NA,NA,NA,NA
"2361",3450000,-2350000,12,NA,NA,NA,NA
"2362",3550000,-2350000,12,NA,NA,NA,NA
"2363",3650000,-2350000,12,NA,NA,NA,NA
"2364",3750000,-2350000,12,NA,NA,NA,NA
"2365",3850000,-2350000,12,NA,NA,NA,NA
"2366",3950000,-2350000,12,NA,NA,NA,NA
"2367",4050000,-2350000,12,NA,NA,NA,NA
"2368",4150000,-2350000,12,NA,NA,NA,NA
"2369",4250000,-2350000,12,NA,NA,NA,NA
"2370",4350000,-2350000,12,NA,NA,NA,NA
"2371",4450000,-2350000,12,NA,NA,NA,NA
"2372",4550000,-2350000,12,NA,NA,NA,NA
"2373",4650000,-2350000,12,NA,NA,NA,NA
"2374",-3350000,-2450000,3,NA,NA,NA,NA
"2375",-3250000,-2450000,3,NA,NA,NA,NA
"2376",-3150000,-2450000,3,NA,NA,NA,NA
"2377",-3050000,-2450000,3,NA,NA,NA,NA
"2378",-2950000,-2450000,3,NA,NA,NA,NA
"2379",-2850000,-2450000,3,NA,NA,NA,NA
"2380",-2750000,-2450000,3,NA,NA,NA,NA
"2381",-2650000,-2450000,3,NA,NA,NA,NA
"2382",-2550000,-2450000,3,NA,NA,NA,NA
"2383",-2450000,-2450000,3,NA,NA,NA,NA
"2384",-2350000,-2450000,3,NA,NA,NA,NA
"2385",-2250000,-2450000,3,NA,NA,NA,NA
"2386",-2150000,-2450000,3,NA,NA,NA,NA
"2387",-2050000,-2450000,3,0.231884057971014,0.438741303421339,0.880148908395588,2.00607716103343
"2388",-1950000,-2450000,3,0.231884057971014,0.47935193987881,0.921619588244138,1.92263660907921
"2389",-1850000,-2450000,3,0.217391304347826,0.473200292117125,0.906553270672796,1.91579186609717
"2390",-1750000,-2450000,3,0.202898550724638,0.424443246344772,0.861117808659501,2.02881731792246
"2391",-1650000,-2450000,3,0.217391304347826,0.432589655659655,0.876184126230843,2.02543938526397
"2392",-1550000,-2450000,3,0.217391304347826,0.432589655659655,0.876184126230843,2.02543938526397
"2393",-1450000,-2450000,3,0.231884057971014,0.438741303421339,0.880148908395588,2.00607716103343
"2394",-1350000,-2450000,3,0.217391304347826,0.42244106186517,0.879938796525637,2.08298594989917
"2395",-1250000,-2450000,3,0.231884057971014,0.438741303421339,0.880148908395588,2.00607716103343
"2396",-1150000,-2450000,3,0.231884057971014,0.438741303421339,0.880148908395588,2.00607716103343
"2397",-1050000,-2450000,3,0.217391304347826,0.399302747882187,0.841542621265165,2.10753025299355
"2398",-950000,-2450000,3,0.27536231884058,0.43193969401207,0.892362164377356,2.06594155792595
"2399",-850000,-2450000,3,0.260869565217391,0.430776775079658,0.880342559830141,2.04361657999634
"2400",-750000,-2450000,3,0.260869565217391,0.441676366643561,0.866501795440014,1.96184777108369
"2401",-650000,-2450000,3,0.246376811594203,0.427782594447601,0.865276242258893,2.02270090810083
"2402",-550000,-2450000,3,0.246376811594203,0.427782594447601,0.865276242258893,2.02270090810083
"2403",-450000,-2450000,3,0.246376811594203,0.44114102279924,0.86530871770842,1.96152403196974
"2404",-350000,-2450000,3,0.246376811594203,0.44114102279924,0.86530871770842,1.96152403196974
"2405",-250000,-2450000,3,0.231884057971014,0.440237959262111,0.862535476541102,1.95924830740813
"2406",-150000,-2450000,3,0.202898550724638,0.446307090665468,0.893077732659843,2.00103863760761
"2407",-50000,-2450000,3,0.246376811594203,0.458348657710222,0.907132497141976,1.97913200329581
"2408",50000,-2450000,3,0.231884057971014,0.437512635339907,0.905920609187635,2.07061587714791
"2409",150000,-2450000,3,0.217391304347826,0.431653237129037,0.903257023138753,2.09255241347521
"2410",850000,-2450000,NA,0.289855072463768,0.621282011079854,0.924750394656293,1.48845512692212
"2411",950000,-2450000,12,0.304347826086957,0.626179314728228,0.930585995852968,1.48613340294842
"2412",1050000,-2450000,12,0.27536231884058,0.630890606773828,0.927227546207423,1.46971208043335
"2413",1150000,-2450000,12,0.260869565217391,0.620082240348562,0.928822122600256,1.49790150751317
"2414",1250000,-2450000,12,0.246376811594203,0.615098545098905,0.928065387772846,1.50880764581164
"2415",1350000,-2450000,12,NA,NA,NA,NA
"2416",1450000,-2450000,12,NA,NA,NA,NA
"2417",1550000,-2450000,12,NA,NA,NA,NA
"2418",1650000,-2450000,12,NA,NA,NA,NA
"2419",1750000,-2450000,12,NA,NA,NA,NA
"2420",1850000,-2450000,12,NA,NA,NA,NA
"2421",1950000,-2450000,12,NA,NA,NA,NA
"2422",2050000,-2450000,12,NA,NA,NA,NA
"2423",2150000,-2450000,12,NA,NA,NA,NA
"2424",2250000,-2450000,12,NA,NA,NA,NA
"2425",2350000,-2450000,12,NA,NA,NA,NA
"2426",2650000,-2450000,12,NA,NA,NA,NA
"2427",2750000,-2450000,12,NA,NA,NA,NA
"2428",2850000,-2450000,12,NA,NA,NA,NA
"2429",2950000,-2450000,12,NA,NA,NA,NA
"2430",3050000,-2450000,12,NA,NA,NA,NA
"2431",3150000,-2450000,12,NA,NA,NA,NA
"2432",3250000,-2450000,12,NA,NA,NA,NA
"2433",3350000,-2450000,12,NA,NA,NA,NA
"2434",3450000,-2450000,12,NA,NA,NA,NA
"2435",3550000,-2450000,12,NA,NA,NA,NA
"2436",3650000,-2450000,12,NA,NA,NA,NA
"2437",3850000,-2450000,12,NA,NA,NA,NA
"2438",3950000,-2450000,12,NA,NA,NA,NA
"2439",4050000,-2450000,12,NA,NA,NA,NA
"2440",4150000,-2450000,12,NA,NA,NA,NA
"2441",4250000,-2450000,12,NA,NA,NA,NA
"2442",4350000,-2450000,12,NA,NA,NA,NA
"2443",4450000,-2450000,12,NA,NA,NA,NA
"2444",4550000,-2450000,12,NA,NA,NA,NA
"2445",4650000,-2450000,12,NA,NA,NA,NA
"2446",-3350000,-2550000,3,NA,NA,NA,NA
"2447",-3250000,-2550000,3,NA,NA,NA,NA
"2448",-3150000,-2550000,3,NA,NA,NA,NA
"2449",-3050000,-2550000,3,NA,NA,NA,NA
"2450",-2950000,-2550000,3,NA,NA,NA,NA
"2451",-2850000,-2550000,3,NA,NA,NA,NA
"2452",-2750000,-2550000,3,NA,NA,NA,NA
"2453",-2650000,-2550000,3,NA,NA,NA,NA
"2454",-2550000,-2550000,3,NA,NA,NA,NA
"2455",-2450000,-2550000,3,NA,NA,NA,NA
"2456",-2350000,-2550000,3,NA,NA,NA,NA
"2457",-2250000,-2550000,3,NA,NA,NA,NA
"2458",-2150000,-2550000,3,NA,NA,NA,NA
"2459",-2050000,-2550000,3,NA,NA,NA,NA
"2460",-1950000,-2550000,3,0.217391304347826,0.413616769429841,0.841752730881998,2.03510300620144
"2461",-1850000,-2550000,3,0.231884057971014,0.47935193987881,0.921619588244138,1.92263660907921
"2462",-1750000,-2550000,3,0.246376811594203,0.487498349193693,0.925584370408883,1.89864103527688
"2463",-1650000,-2550000,3,0.231884057971014,0.471198107637523,0.925374258538932,1.96387515896136
"2464",-1550000,-2550000,3,0.231884057971014,0.438741303421339,0.880148908395588,2.00607716103343
"2465",-1450000,-2550000,3,0.231884057971014,0.438741303421339,0.880148908395588,2.00607716103343
"2466",-1350000,-2550000,3,0.231884057971014,0.438741303421339,0.880148908395588,2.00607716103343
"2467",-1250000,-2550000,3,0.246376811594203,0.440727523429855,0.880148910648706,1.9970364087978
"2468",-1150000,-2550000,3,0.246376811594203,0.440727523429855,0.880148910648706,1.9970364087978
"2469",-1050000,-2550000,3,0.231884057971014,0.424427281873685,0.879938798778755,2.0732380701216
"2470",-950000,-2550000,3,0.246376811594203,0.45509198504604,0.925374260791692,2.03337850632126
"2471",-850000,-2550000,3,0.260869565217391,0.432227651243852,0.879149484351664,2.03399639477408
"2472",-750000,-2550000,3,0.246376811594203,0.430241431235337,0.879149482098546,2.04338638325527
"2473",-650000,-2550000,3,0.231884057971014,0.42724725060328,0.864083164527299,2.02244289063815
"2474",-550000,-2550000,3,0.231884057971014,0.42724725060328,0.864083164527299,2.02244289063815
"2475",-450000,-2550000,3,0.231884057971014,0.42724725060328,0.864083164527299,2.02244289063815
"2476",-350000,-2550000,3,0.246376811594203,0.44114102279924,0.86530871770842,1.96152403196974
"2477",-250000,-2550000,3,0.246376811594203,0.44114102279924,0.86530871770842,1.96152403196974
"2478",-150000,-2550000,3,0.27536231884058,0.46901101650312,0.910129515405997,1.94052907795598
"2479",-50000,-2550000,3,0.246376811594203,0.461178269236445,0.907164972591402,1.96705923306699
"2480",50000,-2550000,3,0.231884057971014,0.440342246866131,0.905953084637061,2.05738398049388
"2481",150000,-2550000,3,0.217391304347826,0.431653237129037,0.903257023138753,2.09255241347521
"2482",350000,-2550000,3,0.217391304347826,0.431653237129037,0.903257023138753,2.09255241347521
"2483",650000,-2550000,12,0.27536231884058,0.540480495841571,0.925252074748148,1.71190650146858
"2484",750000,-2550000,3,0.304347826086957,0.578742006750735,0.930029469073194,1.60698456000233
"2485",850000,-2550000,12,0.289855072463768,0.595108002334303,0.922275307131515,1.54976122571685
"2486",950000,-2550000,12,0.333333333333333,0.650803729483876,0.931892157472126,1.43190967607264
"2487",1050000,-2550000,12,0.289855072463768,0.637776969166109,0.928339578398836,1.45558655028361
"2488",1150000,-2550000,12,0.260869565217391,0.621984907491186,0.929177419964258,1.49389062141741
"2489",1250000,-2550000,12,0.27536231884058,0.626968602740843,0.929934154791669,1.48322284517341
"2490",1350000,-2550000,12,NA,NA,NA,NA
"2491",1450000,-2550000,12,NA,NA,NA,NA
"2492",1550000,-2550000,12,NA,NA,NA,NA
"2493",1650000,-2550000,12,NA,NA,NA,NA
"2494",1750000,-2550000,12,NA,NA,NA,NA
"2495",1850000,-2550000,12,NA,NA,NA,NA
"2496",1950000,-2550000,12,NA,NA,NA,NA
"2497",2050000,-2550000,12,NA,NA,NA,NA
"2498",2350000,-2550000,12,NA,NA,NA,NA
"2499",2450000,-2550000,12,NA,NA,NA,NA
"2500",2550000,-2550000,12,NA,NA,NA,NA
"2501",2650000,-2550000,12,NA,NA,NA,NA
"2502",2750000,-2550000,12,NA,NA,NA,NA
"2503",3050000,-2550000,12,NA,NA,NA,NA
"2504",3150000,-2550000,12,NA,NA,NA,NA
"2505",3350000,-2550000,12,NA,NA,NA,NA
"2506",3550000,-2550000,12,NA,NA,NA,NA
"2507",3650000,-2550000,12,NA,NA,NA,NA
"2508",3850000,-2550000,12,NA,NA,NA,NA
"2509",3950000,-2550000,12,NA,NA,NA,NA
"2510",4050000,-2550000,12,NA,NA,NA,NA
"2511",4150000,-2550000,12,NA,NA,NA,NA
"2512",4250000,-2550000,12,NA,NA,NA,NA
"2513",4350000,-2550000,12,NA,NA,NA,NA
"2514",4450000,-2550000,12,NA,NA,NA,NA
"2515",4550000,-2550000,12,NA,NA,NA,NA
"2516",4650000,-2550000,12,NA,NA,NA,NA
"2517",-3350000,-2650000,3,NA,NA,NA,NA
"2518",-3250000,-2650000,3,NA,NA,NA,NA
"2519",-3150000,-2650000,3,NA,NA,NA,NA
"2520",-3050000,-2650000,3,NA,NA,NA,NA
"2521",-2950000,-2650000,3,NA,NA,NA,NA
"2522",-2850000,-2650000,3,NA,NA,NA,NA
"2523",-2750000,-2650000,3,NA,NA,NA,NA
"2524",-2650000,-2650000,3,NA,NA,NA,NA
"2525",-2550000,-2650000,3,NA,NA,NA,NA
"2526",-2450000,-2650000,3,NA,NA,NA,NA
"2527",-2350000,-2650000,3,NA,NA,NA,NA
"2528",-2250000,-2650000,3,NA,NA,NA,NA
"2529",-2150000,-2650000,3,NA,NA,NA,NA
"2530",-2050000,-2650000,3,NA,NA,NA,NA
"2531",-1950000,-2650000,3,0.231884057971014,0.462373815202195,0.887188192895293,1.91876824276333
"2532",-1850000,-2650000,3,0.246376811594203,0.469260177594476,0.888300225086705,1.89298020053676
"2533",-1750000,-2650000,3,0.246376811594203,0.478084470029805,0.926486290730345,1.93791337893194
"2534",-1650000,-2650000,3,0.246376811594203,0.478084470029805,0.926486290730345,1.93791337893194
